SRS308866 SRS308868 SRS308870 SRS308872 SRS308874 SRS308876 SRS308878 SRS308880 SRS308882 SRS308883 SRS308885 SRS308887
ENSG00000001617 6.65684150463018 6.55349490535787 6.60482850898562 6.92312416730249 6.74780828954694 6.21737082190497 6.57388615235303 6.91243640296375 6.93612110644057 6.01367158442479 6.19826202534309 6.31405525056032
ENSG00000001626 2.60350609781443 2.61764864480265 2.55391875494064 2.57282544583978 2.55250359249619 2.65330243107996 3.59907127727445 3.74571357786934 3.87844723070805 3.47462164814814 3.51574709757239 3.40648150792646
ENSG00000001629 10.2973692712343 10.2666031718024 10.2899602712451 10.305721267419 10.219577885306 10.3335250798615 10.3866470355329 10.3191513339853 10.3068076603264 10.3070734040006 10.2768216769387 10.1953526623428
ENSG00000001630 8.83823418573427 9.05119773449834 8.67978955262261 9.01913289476695 8.86383512234844 8.91341808481984 8.96447328122385 8.88124109978543 8.77440214232514 8.69797574872577 8.93734586967276 8.64177626689704
ENSG00000001631 8.8895002192886 9.02137439623603 8.89180498229206 9.02491307530677 8.95836983697457 9.00811027135954 9.02565317973637 8.97673453853515 8.80989632186265 8.98119128919101 9.03535148287045 8.8905416636992
ENSG00000002016 6.92971562483106 6.88248539800245 6.84701077131101 6.31335765884685 6.30587629685399 6.35466555730443 6.17682466200551 6.00432466329673 6.26701536192675 6.26160713308484 5.95920928431661 6.01658013301296
ENSG00000002079 0.597056370078132 0.445783601141398 0.448072750145358 0.450033897922534 0.447928956810955 0.517698408042595 0.513027434745567 0.543281254076322 0.640061776420186 0.515517264807166 0.560671891545342 0.664766194385163
ENSG00000002330 5.88178265908913 5.70011927654747 5.8842678081561 6.27641446969466 6.42491237442082 6.52097176144373 5.66458788408667 5.84948973321462 5.73979695677578 5.65198848868446 5.79798145402368 6.02963945729436
ENSG00000002549 9.42885210046736 9.30391587839281 9.47775021086423 9.85646096353718 9.71302494423574 9.70098492507615 9.69505883686603 9.57724063102395 9.60299836155011 9.36663893850228 9.48722700713106 9.46014513444473
ENSG00000002586 9.36636307963126 9.32854444510855 9.35765930642045 8.81747551603309 8.79509171284659 8.72432996082638 9.29900663859449 9.394977749368 9.48684061641585 8.93646945398642 9.0923776613671 8.98182871536608
ENSG00000002587 4.10765051005547 3.99294201317451 3.84046023361533 4.07355817252065 4.06603047954687 4.10814082081007 4.17937737928733 4.30264149888658 3.97607404020243 4.09035351796862 4.23808816136308 4.26935049329901
ENSG00000002726 -1.84619162757805 -1.78921317923034 -1.84558625395072 -1.84520468477659 -1.84561419559793 -1.84560773606376 -1.78150201744227 -1.84685679112447 -1.8456299876488 -1.84567565564613 -1.80653685543605 -1.81179787081526
ENSG00000002745 -2.78302180287549 -2.78293650495009 -2.78270137222681 -2.78249943556509 -2.78271616072646 -2.71413134077266 -2.7827896374827 -2.74882379852041 -2.78272451894526 -2.78274868977014 -2.7832624190963 -2.78336022916922
ENSG00000002746 -1.74412425715876 -1.74394797659037 -1.7434621814504 -1.74304512926252 -1.74349272923059 -1.6747237269813 -1.67878370965733 -1.74485230293305 -1.74350999468494 -1.74355992543254 -1.66565862860541 -1.74482394588112
ENSG00000002822 7.59572494345796 7.41377038482932 7.3423903725818 7.48182633180532 7.19360140878363 7.43735971523106 7.29703357424321 7.49636742724838 7.35358415382089 7.27928704212528 7.51778439716824 7.45455928864769
ENSG00000002834 11.1431870281065 11.0421545687947 11.0404045664273 10.5466477699201 10.5492875581114 10.6290646788953 11.1420166769871 11.1419740774229 11.2493441413073 10.8096569846323 10.8079077177515 10.9846303855104
ENSG00000002919 7.75568920459028 7.79794849539749 7.79735391581757 7.99364351608176 8.20865590977102 8.03126876386122 8.31309386023945 8.27982105904107 8.36570904310814 8.04220107522729 7.93473786807842 7.96046936303173
ENSG00000002933 6.31736835138986 6.29094098247249 6.41302197293963 5.35174586897809 5.30121473844997 5.52605422483337 5.975270264202 5.78947938012679 5.74357800806899 5.4204143852483 5.18546367331992 5.4366081451532
ENSG00000003056 10.0647794068367 10.0477662151933 10.0230126880599 10.1619864386937 10.0962216417177 10.1691213878528 9.65581665235989 9.70112588730763 9.71817451789089 9.93384253953605 9.99586917088194 9.85932822068865
ENSG00000003096 5.51489540863594 5.14842317263827 5.58540729731469 5.44160584620091 5.51559364846426 5.43474608751196 5.11051496034849 5.21191132118639 5.28756866923285 4.78083408711657 4.9086598040605 4.75971316540529
ENSG00000003137 6.66425527500364 5.82824492917928 6.68061817164651 5.89161142960022 5.47396777833907 5.73724833252374 10.7039337408689 10.8665071011052 10.7968115361601 7.85308335096451 7.82682087653371 7.75399981122469
ENSG00000003147 7.80854769413547 7.95586516324598 7.77981622213252 8.39301249263526 8.48508860718957 8.46997863027721 7.20490213562653 7.56819095955367 7.48023903960521 8.12229435691575 8.37267757517387 8.24232523804624
ENSG00000003249 9.15967319499406 9.23951783819786 9.20499581805384 8.69390561472988 8.64505230662317 8.71320277663712 8.44153152684178 8.56438416992147 8.75905894701461 8.57765344780261 8.58976985013127 8.88477485406508
ENSG00000003393 8.8598026585771 8.83441746091799 8.740285531964 8.91159663270271 8.83954230943133 8.97762444642377 9.04955523096708 9.02835129553419 9.09686357916019 9.10184075503249 8.99990136418908 8.95000398547142
ENSG00000003400 7.16670206872699 7.095129573573 7.31352981904671 7.30492044152761 7.54617640067518 7.34348477941741 7.1846760474063 7.25919036187724 7.4247116524986 6.7694850609682 6.79251926704321 7.02643549137823
ENSG00000003402 9.70965537469837 9.35152853757494 9.4477282135897 9.90771727587245 9.63140734973815 9.84235176429471 9.77532118042239 9.72224902483695 9.80397491739363 9.60939914016052 9.5215944824946 9.61469865616305
ENSG00000003436 5.91185840158711 5.62646528744268 5.8624707466805 5.79930734615458 5.7856812891353 5.61592976648976 9.25878956919181 9.38032131057394 9.46671001983592 9.83458204365766 9.52203516923536 9.71132918841901
ENSG00000003509 6.74721933207697 6.41995433141657 6.75922914683645 6.77843008783496 6.63385754478073 6.84006732661491 6.9488926492813 6.59534544125222 6.9338935172513 6.62984884072968 6.78018645133897 6.86146378051421
ENSG00000003756 9.01769057219907 8.96222682987947 8.92103870008806 9.18917501876861 9.14846005758397 9.08617725030442 9.04310792544034 8.86763305616478 9.05464845386543 9.25402085788334 9.22796031139214 9.27487714362595
ENSG00000003987 7.14034448519123 7.04578956557147 7.09315936513783 7.06445617976748 7.01369529104962 6.98289078604905 5.50529953132693 5.18010646018045 5.37228208527305 5.20833024723317 5.01840995839336 5.45952300812239
ENSG00000003989 12.9588049504776 12.9691943805062 12.9584064781948 13.2253285856592 13.2380940558965 13.2089861802314 12.0982720308907 12.047330179609 11.7899000118672 11.8355778631675 11.960431839208 11.5927798837826
ENSG00000004059 9.6366270231188 9.73917285216593 9.66477345483498 9.43586210574089 9.52000300610363 9.45911016180941 9.49730602095163 9.58972684357807 9.59920911397413 9.54440571062882 9.52820836925296 9.5901429028588
ENSG00000004139 6.16039594707951 6.15854957147766 6.22163559999337 5.42696114654073 5.09829109510803 5.13811489418837 6.50160159776797 6.61524081372281 6.40763634115761 4.91246063900969 5.47788799697921 5.09758289204353
ENSG00000004142 10.2071732440324 10.3076997033981 10.2240141331782 10.0144048997679 10.0694218894464 10.0159162912206 10.0877878193357 10.1372390856213 10.1700581746074 10.0158558401441 10.0195103800155 10.047314177212
ENSG00000004399 9.14723890887491 9.24594579614098 9.05210102089923 8.73096124909465 8.78801888412766 8.63988186056124 9.53426967145945 9.6682946003553 9.61460691767864 8.53501305334829 8.36923705124937 8.64054439604617
ENSG00000004455 8.92953687772955 8.93661035999554 8.90133345232982 10.1729535922731 10.0867256983572 10.205863581428 9.65918141550035 9.64557317097363 9.63270789568488 9.78107371888164 9.7779401276712 9.73347695896567
ENSG00000004468 -0.509346269249392 -0.613778793618147 -0.417196713235913 -0.611722225907142 -0.612741002089483 -0.542579164366816 -0.61308683991072 -0.580383161052934 -0.543239772014764 -0.612894080804315 -0.615317652659779 -0.615780403605966
ENSG00000004478 10.5540177102432 10.466236576166 10.5160943077285 10.1819040073046 10.1567864543373 10.2848088905697 10.796006867065 10.7544545886999 10.7218315380675 10.8273157639717 10.8512482848594 10.8199996659538
ENSG00000004487 9.39401294153815 9.17695838103271 9.19876038259997 10.1244823466388 10.0520470676401 10.0390761742924 9.99822754109181 10.0182262896515 9.90935942260844 10.2207566988683 10.1917839749028 10.1354292114795
ENSG00000004534 10.2710254359487 10.174738442955 10.1900678692122 9.98754992070632 10.1168613259977 10.0812548875875 9.75827285967946 9.70025795957113 9.66250322086255 10.1323872464761 10.2082098606742 10.0871503802936
ENSG00000004660 6.18418704051536 6.15013864061534 6.13836919762702 6.33639645005383 6.19658411669012 6.35928315418665 6.58853706477153 6.65968242885637 6.91374242465296 6.20210554684697 6.36335691046859 6.4003599372358
ENSG00000004700 8.29472742012538 8.07915686001525 8.46228004054399 8.05743519493305 7.99856597321143 8.08979745674129 8.11640257994836 8.21455244661707 8.2182767484053 8.44453559901364 8.24258871111327 8.43416683561567
ENSG00000004766 7.45003018593238 7.34447270990382 7.51291895078448 8.35205005396937 8.38814238950967 8.46721883581193 8.15365898946257 8.24732061971346 8.28580041128157 8.46760432001451 8.4240978195747 8.38700556929484
ENSG00000004776 1.88848557742263 1.89669613984363 1.83551002221363 2.1010908683829 2.06249608663322 1.99340582537021 2.36914404443269 2.43977184185631 2.52141794895239 2.05657227736299 1.86475129592174 2.08060477655959
ENSG00000004777 6.84876110574499 6.97103138272454 7.07680753471876 6.689235627593 6.63462483480009 6.69096260426714 6.49647992148348 6.85298583171848 6.86043633437518 6.97396083852567 7.2709621535741 7.37698877084419
ENSG00000004779 8.54102984537418 8.60737809996678 8.65615862177243 8.69758379342204 8.74813629501794 8.65520516873529 8.68934531912292 8.65225889768701 8.75256926884405 8.52834799975955 8.41727924069511 8.61437549604044
ENSG00000004799 6.41660382581658 6.52734755721483 6.54087944840256 5.91574073010007 6.03805169147835 5.73140408158324 6.2443970552237 6.08367049209235 6.03106439361201 5.83613777496053 5.90545531404796 5.95821086635814
ENSG00000004809 3.10994804586237 2.78759046000784 2.69625819134903 2.1002278794569 1.76863075327789 1.87375038591188 1.76425140936251 1.78506763946448 1.76813574081342 1.76669970907155 1.86302774036269 1.78707402248128
ENSG00000004838 5.02431701339217 4.57160618746049 4.76669531672767 5.26431834196811 5.43939898219547 5.24043589103782 5.38314310971278 5.40189786750343 5.45581908731063 5.87423188491895 5.98205355579842 5.64343594393182
ENSG00000004848 -1.9395321009278 -1.93498263004735 -1.99220352741452 -1.99184928418123 -1.92332451027504 -1.99222347762538 -1.99235841964207 -1.99338465163057 -1.99224414316971 -1.99228655839484 -1.99318866400549 -1.99336055270053
ENSG00000004864 8.38297141157678 8.38290461096685 8.46013537523731 8.63822074095765 8.58897318293483 8.59252170351006 8.81308463212989 8.7983503171173 8.82582925943376 8.74972872091347 8.58914051288068 8.73053148655227
ENSG00000004866 7.30979111996232 7.51863183697444 7.48305448536405 7.46039556959192 7.72298925233178 7.58460000221882 7.47825666990237 7.52413271733712 7.62211946788607 7.86111413643832 7.65576779324656 7.81865580962428
ENSG00000004897 9.33551839072133 9.22866927391862 9.29290578016255 9.49259410355075 9.49313534272783 9.4657187511141 9.68782589197302 9.54983435727858 9.59548440833522 9.47839865818386 9.37118343552519 9.47794294263868
ENSG00000004939 -2.95233789751682 -2.89610413630878 -2.95206306360221 -2.95188966846294 -2.95207575602599 -2.95207282185974 -2.95213880650552 -2.91874826730412 -2.95208292922162 -2.9521036716778 -2.95254402638049 -2.95262775653974
ENSG00000004948 -1.27908777133889 -1.22079363746887 -1.27815249400371 -1.27756387997973 -1.27819562418722 -1.27818565304683 -1.21279964361998 -1.28011746760379 -1.14590561172045 -1.27829050576036 -1.23877442402653 -1.28007733691714
ENSG00000004961 8.67733382778423 8.51882963188134 8.5732592725076 8.74925132581456 8.79907181471228 8.71244641553784 8.74900937621122 8.68171206548057 8.77411386304041 8.70538728628559 8.82434564625739 8.75479132434007
ENSG00000004975 9.17685955195796 9.419718576283 9.20859595964102 9.28751681149914 9.27491404656082 9.0873634456922 8.83922082886156 8.92435514303595 8.93700925862069 9.10487078343403 9.18911415934588 9.04969848508803
ENSG00000005001 8.21326574353797 8.04924124226201 8.28465780392313 8.77901716344629 8.74517223458438 8.75535988838186 8.14748897121036 8.28682842390248 8.36827524173778 9.06525823989315 9.20540668077766 9.23227847864148
ENSG00000005007 11.3469654998829 11.2676197953334 11.3636202150628 11.5140555899762 11.4219235821523 11.4485595733176 11.3433761709281 11.4579511020763 11.3367849916966 11.4405566759755 11.5658368628642 11.4329526197668
ENSG00000005020 8.98058461825762 9.02582229666368 8.8952036595413 8.69731187229709 8.71223925867978 8.69876092416272 8.05840163067621 7.89282676087819 8.09382597598124 8.61192102164113 8.53038610389343 8.55022723163639
ENSG00000005022 10.8507833819511 10.9096341975239 10.7237324567512 11.1034112298474 11.1348775490088 11.1339426002635 11.1288097288835 11.1857225388101 11.2263601278293 10.9100132424197 11.0171964829124 10.871296592749
ENSG00000005059 6.52304493508855 6.40127248133394 6.59289000600305 5.48185892327994 5.25410886247302 5.5562037355852 6.64563899531675 6.30149281635236 6.57208421020691 6.61906799303864 6.20028799553976 6.72008110400944
ENSG00000005073 -0.712649116453057 -0.71222689297742 -0.711067415276979 -0.710076718137053 -0.711140150517174 -0.711123333327669 -0.517032537721394 -0.481951852486947 -0.711181270437048 -0.711300229005028 -0.669956432734949 -0.714332953858537
ENSG00000005075 7.33335375789395 7.21978613766152 7.41842056160095 7.36115480273168 7.43570310117507 7.41539128310254 7.42291752787561 7.22601297609057 7.34686951627179 7.47908082704205 7.49538762619375 7.792222785134
ENSG00000005100 8.28028986055906 8.28267497503599 8.32848414746559 8.2017314169867 8.32236836922097 8.20342783934923 8.50221813915438 8.37625254778848 8.56401465164576 8.26601431991701 8.49483888259947 8.42025865349459
ENSG00000005102 2.7314935955238 2.75725235292251 2.66565546623938 2.70447855538309 2.744895661269 2.82146831543078 3.40404584776011 3.72831500936527 4.00763030247171 2.81145061593572 2.60168881894293 2.78818869963184
ENSG00000005108 10.2089165579242 9.8028697529507 10.1546399238013 9.25832297740211 8.99063600130941 9.09376711663172 10.8155286549222 10.521478058708 10.2730388757196 9.95887755137421 9.83092198995485 9.54392232759885
ENSG00000005156 8.13735317991371 8.07819990374633 7.93874321173924 8.56711760097761 8.48129186218053 8.42443316434392 8.42293068198831 8.42204490619326 8.43271372391298 8.27033188352485 8.34807301389397 8.43118165873682
ENSG00000005175 8.37946855138153 8.36402995914033 8.57028951883949 8.55017047055945 8.55125397390975 8.62474057228918 8.40720411721226 8.40060443518081 8.43146326655224 8.5019423368924 8.41983412582842 8.44852262493649
ENSG00000005187 5.24065352647327 5.71185591782323 5.78859149001809 4.61385866800783 4.85177887740974 4.76509969818886 3.56355819657786 3.65912747703956 3.90609665843828 4.02203467369429 3.87980608757614 3.86975963679535
ENSG00000005189 8.50984606358647 9.08280556878341 9.00176655563782 7.20419160921312 7.28188478195688 6.77919456496594 5.11864408875621 5.52276558432267 5.31114332034277 6.10681769581273 7.29203968646864 7.30310583962789
ENSG00000005194 8.51801872496829 8.52680277316254 8.49601392291918 8.85988658387063 8.75125285515405 8.85658322600225 8.90802385008461 8.9312653694884 9.0630233715808 9.02924539758645 9.06863319374104 9.15993452566006
ENSG00000005206 9.79405820012655 9.84801139495419 9.76972982631605 9.64350365050593 9.59844978820212 9.50393466507141 9.41610075966691 9.47951897817936 9.32203597176797 9.6489048911319 9.9125850877867 9.81886186857339
ENSG00000005238 8.2892027285062 8.35320409724042 8.34859638655771 8.09707779005643 8.12391112696658 8.06030189526638 8.58644208386219 8.80488431519064 8.93381170571202 8.9383851913682 8.85036475243644 8.97798924407942
ENSG00000005243 6.47005615019615 6.54172251606377 6.67988620595399 6.27534557829687 6.43308532772885 6.17930901264963 6.58703262148872 6.63226835507484 6.67069633099562 6.13034302424581 6.6044554913416 6.55547774710467
ENSG00000005249 7.8594914609224 7.90093507861409 8.08524920757232 8.84210131857349 8.83487571604031 8.76361740086381 7.775203451152 7.86542087289632 7.59970440777873 8.55389295613197 8.58454731728743 8.03109765022199
ENSG00000005302 8.0371974667045 7.80915124742684 7.9518663873203 7.99038402559581 8.00042992954917 7.95222509735615 8.41152651800213 8.39027909708035 8.33272776199453 8.15402035443217 8.2456061588188 8.1850335660856
ENSG00000005339 10.5635557151756 10.7205471132814 10.4394803257902 10.1768273064242 10.0037346449398 10.1173526885375 10.3074154434867 10.3061389590704 10.2265943305047 10.2493103360891 10.2489108567579 10.3071952809381
ENSG00000005379 8.86317443510262 9.00834081825007 8.96148056642838 8.27886218580097 8.579013249225 8.32871791139048 8.60127137974533 8.85315306217586 8.69578528637478 8.93145438186212 9.09028572769133 8.95496735247517
ENSG00000005421 -2.50366682746412 -2.44572154622097 -2.50326934626045 -2.50301903324088 -2.50328768301019 -2.50328344384921 -2.50337880040907 -2.50410405032901 -2.43457325200568 -2.50332801948957 -2.50396553598346 -2.50408701823587
ENSG00000005436 7.86425996057635 7.86588411829752 7.91035936360051 7.41848483578828 7.38630024359652 7.32814555301233 7.67774993401387 7.58800521756862 7.75692857150523 7.7633225376496 7.7158482012694 7.64641521797
ENSG00000005448 7.20277325471704 7.64706122892699 7.50592724640747 7.31451387610184 7.5289956053911 7.45610246902364 7.58726798233086 7.44080373935341 7.45239946459272 7.64881871167537 7.6253077649268 7.80632542413703
ENSG00000005469 10.1726299972804 9.87129548059731 10.1764424735053 9.98318362498948 10.0105717386648 10.1406413004277 8.97863172913519 8.95563128037875 9.02184328234885 9.53893118331419 9.38039566120801 9.45156232711899
ENSG00000005471 1.48495572963815 1.50171284892135 1.54640211879789 1.37329717832828 1.35821270604869 1.35845219294502 1.35305337085173 1.41237083889898 1.4236332607919 1.48132503120199 1.47158763192985 1.47775191234887
ENSG00000005483 10.1628021612047 10.0346603538856 10.0685859724115 10.1892285808851 10.0342792662596 10.1633104377359 10.1636615288776 9.98489570867933 10.0021563867606 10.1812081066014 10.0507211188903 9.981682578251
ENSG00000005486 10.9851226635035 10.9739514680137 11.0900775321027 10.9505924988432 10.9831566483731 10.8269310250589 10.9868020588937 11.1222464331145 11.1313850694758 11.0321207924966 11.1651870353163 11.0312403870314
ENSG00000005513 1.54886250953151 1.71620153695508 1.70344992820745 1.58742987487619 1.49981114654483 1.7016553406766 1.74515539245368 1.62445294332295 1.86168247294638 1.69596126909035 1.64868362901633 1.77734425931967
ENSG00000005700 9.80664979031676 9.81033593426288 9.89672880955814 9.7854874332777 9.77352171596514 9.75139912083096 9.85212651717717 9.84914908964357 9.89513052890528 9.67924070135274 9.6456536050882 9.56019098848761
ENSG00000005801 6.60930148682959 6.79605739538027 6.76062916271131 6.10037165605813 6.19586764626546 5.99610718903041 6.11467648874339 6.159851773482 6.20542186295421 6.40922490297359 6.04865083453198 6.4231691271998
ENSG00000005810 9.80764630248745 9.90670038087291 9.74137344636268 9.72553167676265 9.67170493686422 9.79940533721751 10.1090245488788 9.82807509763353 9.79670547139895 9.48660707250934 9.504501728891 9.46263064927976
ENSG00000005812 9.87321115934481 9.87398893277407 10.0255582255022 9.97846883130878 9.77743789493056 9.84811791007985 9.66459030922477 9.5495120379194 9.60739005943119 9.46948154226406 9.38126326989472 9.30743124045462
ENSG00000005844 2.81374244515871 2.73715892635734 2.79369222081915 3.13521458962317 3.18972711148585 2.96194234805024 3.2701562005679 2.87779252451646 2.78826477534109 2.7189861047545 2.93774984869366 2.73252879993264
ENSG00000005882 8.59670075990369 8.51933788986806 8.50506552900266 7.91541428464441 8.06088859837215 8.06987417631976 8.43506867820534 8.45999678680596 8.32364721824621 8.20194324831645 8.42376708003192 8.2475530823457
ENSG00000005884 11.4734155947027 11.3917961794561 11.3901341138237 11.376124858511 11.1987634688193 11.2988962123361 12.0662482669648 12.1418496186092 12.2204229532418 11.8601690069464 11.7496542672484 11.9398226597841
ENSG00000005889 9.64136561357247 9.51324622497302 9.59853260406106 9.70073746123748 9.63030008484051 9.80759363704073 9.64651433282135 9.34908393776644 9.3727033626264 9.6832241633934 9.59800059588241 9.50563267699962
ENSG00000005893 11.1431661901031 11.1626955286222 11.2730266983115 11.1087472846497 11.203970710413 11.1943970586651 10.8304273368612 10.8563837862707 10.8827725059882 11.0356067765168 10.9711059750117 10.8911369667704
ENSG00000005955 9.5716563039236 9.52818965422619 9.55791841021866 9.55096081906304 9.48592965024899 9.43701704863951 9.3619927152451 9.327205183515 9.40283460929667 9.43438177993421 9.42870810230836 9.45336430822151
ENSG00000005961 4.55559371996479 4.56731187835607 4.57327096213143 3.92242280068857 4.35109165892148 4.22633699004859 4.31121363465751 4.29408868310333 4.59110661589415 4.54514269834421 4.72418734528497 4.80476653253841
ENSG00000005981 2.64990350125538 2.84428668155082 2.58443148878159 3.00947452944577 3.25922036002551 3.29954229314644 2.30857265507319 2.28462435088738 2.31121559317541 2.44895835479514 2.33265174134233 2.28519128412091
ENSG00000006007 10.3973715719085 10.2705242666628 10.3659803915504 10.6615600335574 10.5794243644646 10.6042578996694 10.3326856690778 10.3838666632063 10.3411547248859 10.6576261778652 10.5770699101939 10.4910733197758
ENSG00000006015 6.9075137623062 7.16741657321008 7.10170159273497 6.89638172274207 6.97801070536537 6.89453964127126 6.9584093289319 7.11844807741289 7.23104174241515 6.84970098597913 7.15667810797853 7.01555686651092
ENSG00000006016 4.43869773111155 4.10174836639157 4.54944502397401 3.62215585219261 3.47618706834292 3.47708616904332 4.22604399404935 4.70169118333695 4.37353620810513 4.65864931731562 4.78362862345953 4.47281330575693
ENSG00000006025 5.62927922405923 5.90374919672924 5.97238993291187 4.75207794435634 5.14214068592477 4.88230514619651 4.93578454400999 5.30616662788463 5.10685261339466 4.82132277956524 5.32490756061954 5.1732435379064
ENSG00000006042 9.04097897284139 9.03605904616349 9.30284818224805 7.431119610979 7.28506809796729 7.15290794000741 8.31094587430545 8.54166815979657 8.56488107899821 8.71268574206771 8.82583432247764 8.91087033183654
ENSG00000006047 5.76579104489099 5.9006481244448 5.60316458887847 6.37623779423042 6.1672463377979 6.27117897730402 4.57428068000025 4.58109876849769 4.55633342274928 6.77830929002145 6.63442450274106 6.37730061419861
ENSG00000006062 8.28935623806131 8.33721793462091 8.34969884967756 8.48642012943806 8.6619539439027 8.51265616900063 8.50584872165728 8.7455316214017 8.89981151599091 9.05929957149115 9.1799468819631 9.19602400015868
ENSG00000006071 0.925710054440197 0.935752629253549 1.02722998061099 0.820748144616248 0.817572556193073 0.81762285285917 1.01358311992762 0.983958249310934 1.19000830095867 0.890162823835672 0.89674391442515 0.847248749826962
ENSG00000006074 0.947282231090522 0.746982858993089 0.749921629674093 0.909695215100615 0.886415110626803 0.886786373280794 0.815935458844713 0.908372229984084 0.94604511220727 0.818570171722109 0.825244215182026 0.778487022371596
ENSG00000006075 0.133889906793635 0.134564366132598 0.13642025251528 0.138010358784255 0.270592849172633 0.206320734093354 0.372040543432447 0.166525299002719 0.205625527155849 0.136047164192996 0.250313205104743 0.267032004569615
ENSG00000006114 9.62879470924402 9.502837765603 9.5699346319303 9.6913778960351 9.56404997666706 9.58899883244877 9.55764051449523 9.49543739532014 9.49918566772457 9.52705316137346 9.49440898798892 9.41662289130375
ENSG00000006118 8.72697572270718 8.55676703324598 8.77537904339505 8.77734894933763 8.38885059357945 8.62251659332425 9.42324344965506 9.72944780153944 9.76408718498773 9.93481636823459 10.031955123376 10.1695704513984
ENSG00000006125 11.5347898950867 11.5604164090052 11.6392694895841 11.5805886738909 11.7080849810535 11.5816575816978 11.8437332789781 11.8903242243844 11.9781649517548 11.6233824232684 11.789084922344 11.9115709485137
ENSG00000006128 0.462375760715374 0.467788573076625 0.409810130826911 0.411864643721198 0.409659298390489 0.409694172469122 0.540062201533505 0.54063896074681 0.481102328125156 0.544477639048015 0.526308655940839 0.690072703898186
ENSG00000006194 8.88587412728443 9.0213143905172 8.86314711692297 8.69196897846885 8.68681278661347 8.77509650710419 8.41969313645306 8.46024082257798 8.39106797998229 8.60976493320613 8.68355141341454 8.50596766793814
ENSG00000006210 3.00618146573601 3.04085888539337 2.71460785503126 3.15027751482997 3.0766755089961 3.07787254937718 3.34097604416804 3.16335313529706 3.37158688599461 2.63077453210164 2.66257450148483 2.71725871525908
ENSG00000006282 9.4633705715014 9.7050957651515 9.51777157461154 8.52482783750709 8.69926300832882 8.4038199706233 9.15313892656708 9.38205813246141 9.34589790485895 9.56963393218745 9.79628899039201 9.67271149768892
ENSG00000006283 -0.309101587699371 -0.308531665951416 -0.231778319051906 -0.219663036528438 -0.0419799866497498 -0.307043115497479 -0.307553596302481 -0.311469397705636 -0.307121227767922 -0.307281623382381 -0.146475358148224 -0.272583381948376
